id,tags,tags_transl,user,userId,title,description,type,page,bookmark,bookmarked,likeCount,viewCount,commentCount,width,height,xRestrict,AI,date,original,thumb,fileName
138779533,"オリジナル,女の子,ガールズイラスト,デザインフェスタ,デザフェス,タトゥー,小悪魔,カレンダー,チェーンソー,銃","原创,女孩子,女孩插图,Design Festa,デザフェス,刺青,小恶魔,日历,chainsaw,枪",Project.C.K.,216827,"PROJECT.C.K. CALENDAR 2026","PROJECT.C.K. CALENDER 2026
月めくりカレンダー / A4（A3見開き）/ 28頁 /上質紙

28頁（1ヶ月ごと）の月めくりカレンダーとなっております
2025年に描いたProject.C.K.のイラストを中心に収録しています。
お部屋を彩るアイテムに選んでいただければ嬉しいです!!

12月22日（月曜日）21時より
BOOTHにて販売開始いたします。
https://projectck.booth.pm/items/7774107

下記の2イベントでも頒布いたします

2026年1月18日
こみっく★トレジャー47
https://www.aoboo.jp/event/item/p0087.html

2026年2月15日
第8回 山奥で同人即売会 in 中辺路町近路
https://nscafe.jp/yamaoku_doujin/",Illustration,15,118,No,84,956,0,1500,1059,AllAges,No,2025-12-19T08:00:00+00:00,https://i.pximg.net/img-original/img/2025/12/19/17/00/13/138779533_p0.jpg,https://i.pximg.net/c/250x250_80_a2/img-master/img/2025/12/19/17/00/13/138779533_p0_square1200.jpg,"Project.C.K.216827/138779533PROJECT.C.K. CALENDAR 2026/PROJECT.C.K. CALENDAR 2026#138779533_p000.jpg"
138633879,"オリジナル,女の子,デザインフェスタ,デザフェス,ストリート,ガールズイラスト,銃,小悪魔,制服,セーラー服","原创,女孩子,Design Festa,デザフェス,street,女孩插图,枪,小恶魔,制服,水手服",Project.C.K.,216827,"デビ子ちゃん -I'm not  backing down-","カレンダー用に描いた新作です
新作が12枚揃いましたのでようやく2026年版のカレンダーが作成できます
なるべく早めにBOOTHで通販できるよう頑張りますので
楽しみにお待ちくださいませ",Illustration,1,149,No,101,909,0,1415,2000,AllAges,No,2025-12-15T07:53:00+00:00,https://i.pximg.net/img-original/img/2025/12/15/16/53/48/138633879_p0.jpg,https://i.pximg.net/c/250x250_80_a2/img-master/img/2025/12/15/16/53/48/138633879_p0_square1200.jpg,"Project.C.K.216827/デビ子ちゃん -I'm not  backing down-#138633879_p000.jpg"
138515421,"オリジナル,女の子,デザインフェスタ,デザフェス,タトゥー,ストリート,ガールズイラスト,ユニコーン,一角獣,銃","原创,女孩子,Design Festa,デザフェス,刺青,street,女孩插图,独角兽,一角獣,枪",Project.C.K.,216827,UNICORN,"来年の干支が午（馬）ですので
ユニコーンを描いてみました。

現在作成中の2026年カレンダーにも掲載予定です
もう一枚イラストを描いて12月下旬までに通販できるよう頑張ります!!

来年5月開催のデザインフェスタvol.63に当選いたしました!!
いろんなアイテムを作成して持っていく予定です
お楽しみに!!",Illustration,1,131,No,94,865,0,1325,1800,AllAges,No,2025-12-12T09:34:00+00:00,https://i.pximg.net/img-original/img/2025/12/12/18/34/17/138515421_p0.jpg,https://i.pximg.net/c/250x250_80_a2/img-master/img/2025/12/12/18/34/17/138515421_p0_square1200.jpg,Project.C.K.216827/UNICORN#138515421_p000.jpg
138514937,"オリジナル,イラスト,女の子,デザインフェスタ,デザフェス,タトゥー,ストリート,ガールズイラスト,ツインテール","原创,插画,女孩子,Design Festa,デザフェス,刺青,street,女孩插图,双马尾",Project.C.K.,216827,"HP TOP",ホームページのTOP絵デザインです,Illustration,1,89,No,57,697,0,2500,1648,AllAges,No,2025-12-12T09:19:00+00:00,https://i.pximg.net/img-original/img/2025/12/12/18/19/51/138514937_p0.jpg,https://i.pximg.net/c/250x250_80_a2/img-master/img/2025/12/12/18/19/51/138514937_p0_square1200.jpg,"Project.C.K.216827/HP TOP#138514937_p000.jpg"
137390927,"漫画,オリジナル,創作,女の子,イラスト,デザインフェスタ,デザフェス,タトゥー,ストリート,ガールズイラスト","漫画,原创,女孩子,插画,Design Festa,デザフェス,刺青,street,女孩插图",Project.C.K.,216827,"X-CUTE RECKLESS","Project.C.K.最新画集『X-CUTE RECKLESS』

3年ぶりにイラスト集を作りました!!
2022年～2025年の間に描いた
オリジナルのガールズイラストと仕事絵を収録しています。

A4サイズ/フルカラー/48ページ
2025年11月15.16日（デザインフェスタvol.62）発行
https://project-ck.jp/blog/archives/10331

BOOTHにて販売中です
https://projectck.booth.pm",Manga,7,141,No,101,1299,2,1200,849,AllAges,No,2025-11-12T09:18:00+00:00,https://i.pximg.net/img-original/img/2025/11/12/18/18/59/137390927_p0.jpg,https://i.pximg.net/c/250x250_80_a2/img-master/img/2025/11/12/18/18/59/137390927_p0_square1200.jpg,"Project.C.K.216827/137390927X-CUTE RECKLESS/X-CUTE RECKLESS#137390927_p000.jpg"
137118983,"オリジナル,女の子,デザインフェスタ,デザフェス,タトゥー,ガールズイラスト,悪魔,ベルゼブブ,Beelzebub,銃","原创,女孩子,Design Festa,デザフェス,刺青,女孩插图,恶魔,Beelzebub,枪",Project.C.K.,216827,BEELZEBUB,"BEELZEBUB［ベルゼブブ］
デザフェスvol.62用に描いた新作イラストです
こちらのイラストはB2サイズポスターにして
デザフェス会場で配布いたしますので
是非会場まで遊びにいらしてくださいませ

DESIGN FESTA vol.62
11月15日（土）・16日（日）
東京ビッグサイト西館
西1階：A-346.347.348［Project.C.K.］
https://designfesta.com",Illustration,1,145,No,101,1070,0,1181,1600,AllAges,No,2025-11-05T04:40:00+00:00,https://i.pximg.net/img-original/img/2025/11/05/13/40/10/137118983_p0.jpg,https://i.pximg.net/c/250x250_80_a2/img-master/img/2025/11/05/13/40/10/137118983_p0_square1200.jpg,Project.C.K.216827/BEELZEBUB#137118983_p000.jpg
136499598,"オリジナル,女の子,デザインフェスタ,デザフェス,タトゥー,ストリート,ガールズイラスト,モンスター","原创,女孩子,Design Festa,デザフェス,刺青,street,女孩插图,怪物",Project.C.K.,216827,"ROARING -another ver.-","以前描いた『ROARING』を少し弄ってみました
https://www.pixiv.net/artworks/107695528",Illustration,1,170,No,121,1110,0,1442,2000,AllAges,No,2025-10-20T07:58:00+00:00,https://i.pximg.net/img-original/img/2025/10/20/16/58/48/136499598_p0.jpg,https://i.pximg.net/c/250x250_80_a2/img-master/img/2025/10/20/16/58/48/136499598_p0_square1200.jpg,"Project.C.K.216827/ROARING -another ver.-#136499598_p000.jpg"
136097403,"東方,東方Project,例大祭,チルノ,霧雨魔理沙,十六夜咲夜,紅魔郷,フランドール,レミリア,妖夢","东方,东方Project,例大祭,琪露诺,雾雨魔理沙,十六夜咲夜,紅魔郷,芙兰朵露,蕾米莉亚,妖梦",Project.C.K.,216827,"OFF THE CHAIN!","OFF THE CHAIN!
PROJECT.C.K. TOUHOU ART COLLECTIONS

Project.C.K.が2008〜2020年の間に
東方Projectをテーマに描いた作品（全35点）を一冊にまとめました。
秋の例大祭にサークル参加するセラタイ堂にて委託頒布いたします。

令和七年（第十二回）博麗神社秋季例大祭
2025年10月19日（日）
東京ビッグサイト西ホール
セラタイ堂［の23b］委託頒布

OFF THE CHAIN!
PROJECT.C.K. TOUHOU ART WORKS
A4サイズ、フルカラー40ページ
1,000円",Illustration,9,170,No,121,1485,0,1200,1700,AllAges,No,2025-10-10T08:28:00+00:00,https://i.pximg.net/img-original/img/2025/10/10/17/28/58/136097403_p0.jpg,https://i.pximg.net/c/250x250_80_a2/img-master/img/2025/10/10/17/28/58/136097403_p0_square1200.jpg,"Project.C.K.216827/136097403OFF THE CHAIN!/OFF THE CHAIN!#136097403_p000.jpg"
135950941,"オリジナル,女の子,デザインフェスタ,デザフェス,タトゥー,ストリート,チェーンソー,ハロウィン,ホラー","原创,女孩子,Design Festa,デザフェス,刺青,street,chainsaw,万圣节,恐怖",Project.C.K.,216827,"BREAK UP","デザフェス用の新作イラストです
こちらのイラストを使ったグッズを出す予定です。

デザインフェスタvol.62のブースが確定しました!!
11月15日（土）・16日（日）両日出展
西1階：A-346.347.348 
よろしくお願いいたします!!",Illustration,1,160,No,108,1085,1,1415,2000,AllAges,No,2025-10-06T09:49:00+00:00,https://i.pximg.net/img-original/img/2025/10/06/18/49/51/135950941_p0.jpg,https://i.pximg.net/c/250x250_80_a2/img-master/img/2025/10/06/18/49/51/135950941_p0_square1200.jpg,"Project.C.K.216827/BREAK UP#135950941_p000.jpg"
135592711,"オリジナル,女の子,デザインフェスタ,デザフェス,タトゥー,ガールズイラスト,悪魔,小悪魔,ストリート,褐色","原创,女孩子,Design Festa,デザフェス,刺青,女孩插图,恶魔,小恶魔,street,小麦色",Project.C.K.,216827,"Have it your way","デザフェス新作用に悪魔っ娘イラストを描きました。
いろんなグッズを出す予定です。

デザインフェスタvol.62のブースが確定しました!!
11月15日（土）・16日（日）両日出展
西1階：A-346.347.348 
よろしくお願いいたします!!",Illustration,1,226,No,144,1442,0,1463,2000,AllAges,No,2025-09-27T06:54:00+00:00,https://i.pximg.net/img-original/img/2025/09/27/15/54/05/135592711_p0.jpg,https://i.pximg.net/c/250x250_80_a2/img-master/img/2025/09/27/15/54/05/135592711_p0_square1200.jpg,"Project.C.K.216827/Have it your way#135592711_p000.jpg"
